track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5XJEdVQ5jl3C3dFsV7kCTZ,Kingdom Come,Red Velvet,52,0rvrbZvaDX5S9ZBhwOwFfH,Perfect Velvet - The 2nd Album,2017-11-17,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.572,0.743,5,-3.991,0,0.12,0.235,5.93e-06,0.0761,0.678,170.123,210162
2dy3TKVDEbIeWxeIb8JWqZ,La Mejor Versión de Mi - Remix,Natti Natasha,80,0OChMQnL4dpFZQH93uPb1d,La Mejor Versión de Mi (Remix),2019-10-04,¡Viva Latino!,37i9dQZF1DX10zKzsJ2jva,latin,reggaeton,0.735,0.712,11,-5.119,0,0.0326,0.732,0.0,0.302,0.894,131.938,229333
1KLhUURHRl72xGO5A94lme,How Ya Do Dat,Young Bleed,49,6drk7Zx1zdv2VQB1mkklsK,"All I Have In The World, Are...My Balls And My Word",1998-01-01,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.788,0.451,1,-9.313,1,0.318,0.118,0.0,0.134,0.302,89.97,271067
3kgutGd839IOYRl6ekeq6V,All I Have (feat. LL Cool J),Jennifer Lopez,56,2NG4OLyeNMwcLqirwwwvs2,This Is Me...Then,2002-11-19,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.699,0.668,1,-5.305,1,0.106,0.265,0.0,0.141,0.472,83.074,254467
6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,N.W.A.,70,0Y7qkJVZ06tS2GUCDptzyW,Straight Outta Compton,1988-08-08,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,258688
1ToprX3cpBiXoAe5eNSk74,Eleven,Khalid,83,66o9dDjDduf6jpvZKzAXm4,Eleven,2020-01-09,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361
5sCVvW7CrJjZrJ5rgg8lMF,Free,Dyro,38,6llsNfHkHOnoOIrz1ecLoq,Free,2019-08-16,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,0.682,0.862,5,-2.96,0,0.0364,0.00578,1.09e-05,0.0761,0.227,127.978,221250
1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,87,2pSH41L4EXqhGHyTjM2dA2,Up All Night,2019-11-14,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
06UXtRLTF6kdMSM3uaVCCU,In Only Seven Days - Remastered 2011,Queen,40,2yuTRGIackbcReLUXOYBqU,Jazz (2011 Remaster),1978-11-10,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.517,0.469,2,-7.148,1,0.0306,0.427,1.96e-06,0.128,0.409,115.076,149253
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,Mario,77,7EXstuWka51pNFzEAidEol,Let Me Love You,2004-09-21,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733
7h9amwuFvQAqYZVaNHk6Gp,Muscle Memory,Natania,35,0Fl07QjsJOeWNP6E9NCGNm,Muscle Memory,2019-05-24,Tropical House 🌴,06zrBJ5cts5aemZmqe80J7,latin,tropical,0.803,0.511,0,-6.675,1,0.038,0.0785,9.84e-05,0.102,0.309,98.09,168980
1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,The Cure,73,0jYmAPQezr1aG75KerJCdG,Three Imaginary Boys,1979-05-11,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,155973
2U03OmZKC7YIPkYBgJnJfA,Some of Us May Never See the World,Ghostemane,33,2t8u6j6ytQjUrvHwPSGU9p,Rituals,2016-02-01,< DARK TRAP >,19WuHd4MxWLzE1fpMmw4S4,rap,gangster rap,0.569,0.712,1,-4.911,0,0.347,0.378,3.41e-05,0.144,0.0711,157.231,145451
7sT08ys9gXDvYNyTP80zvs,Achilipú,El Gran Combo De Puerto Rico,48,2yc30O2X7cCE2LTzJCzO3l,Sin Salsa No Hay Paraíso,2010-03-30,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.69,0.684,5,-4.683,0,0.0492,0.514,0.0,0.105,0.976,89.916,281547
1LCG7BBh96DUUV6MuQhFad,Dance Monkey,Coopex,57,4bMaWB6yZh1ulaxHqRKh6Q,Dance Monkey,2019-12-23,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.566,0.767,6,-6.15,0,0.0817,0.106,0.0,0.0862,0.236,98.111,194707
4bTZeO72FwMa6wKOiqoynL,Otro Trago - Remix,Sech,86,3hiJmThCss4ugTPzvgUnT1,Otro Trago (Remix),2019-07-26,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,79,4rFrdkSWs0dtj0rWPzOk1v,Lukas Graham,2016-04-01,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300
2sLO22lacNt7fQguWaBKRo,Swordfighter,Andrew Applepie,53,4l2bJJF6mIQvj36DsWJ443,Six Chill Beats,2019-10-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.565,0.427,10,-12.27,0,0.0454,0.745,0.224,0.0989,0.49,139.813,166587
46l4jIghBuLjDzUqYXY5Oo,Can't Go Home,Jelly Roll,51,4o9I622N2dNhGOiaHqjwad,Waylon & Willie 2,2018-03-23,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.69,0.732,9,-5.989,1,0.096,0.109,0.0,0.104,0.317,119.893,229939
1eRqy8jW4ZLMJR6dl3xsgI,Lovefool - Radio Edit,The Cardigans,17,1pstYUSjG1gM0k1Sn2KYrH,First Band On The Moon,1996-09-17,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.644,0.599,9,-7.936,1,0.029,0.0443,0.0,0.286,0.941,111.829,193893
3esL1FN6WGU16h9hZDH56M,Fusion,Olly James,38,7CImwg2JsqrG7CyvB4l7St,Fusion,2019-11-20,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.447,0.782,4,-6.473,0,0.169,0.0191,0.245,0.471,0.0364,130.121,172091
0Dm6IRxyvcPamWqUXOLATr,Access,Jungle Animals,31,1WvhlrOxQVkTDoYRfBZR0Y,Access,2019-10-18,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.599,0.55,5,-7.271,1,0.0324,0.354,5.96e-05,0.149,0.385,91.982,171853
3Gfmqdov5Q8l0BKmCeidJt,La Temperatura,J Alvarez,40,0e6z7szBqUou27cq6OrNha,De Camino Pa' la Cima,2014-02-18,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.602,0.919,6,-4.878,1,0.0448,0.0532,0.0,0.314,0.956,124.99,215200
5WJdUrZ4ND1TCZ2AsjYK3P,Broke Leg (with Quavo & Tyga),Tory Lanez,66,37Rz3XLdW8ci3K4UslRaHs,Broke Leg (with Quavo & Tyga),2019-05-31,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.851,0.85,1,-3.4,1,0.0904,0.226,0.0,0.145,0.642,99.975,165605
0knqVSsgD7C8yu5yNmQFbA,Cannonball,Damien Rice,60,3ADELRoZ4I8WLE7clLU7La,O,2003-03-24,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.642,0.284,1,-15.317,1,0.0326,0.845,0.000234,0.113,0.439,147.874,310000
1vN3OWX4SJTSJhyJH2Wx3l,Inception,Dj Electrocimatic,18,28FIA1bhvxZxUAMfXuD5cn,When the Bats Go Through the Night,2019-03-10,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.673,0.924,7,-8.955,1,0.0476,0.00592,0.716,0.112,0.34,129.008,148837
7BVMXNnQSswMX8IJeZUb5T,Rock Wit'cha,Bobby Brown,52,44w4sVYJVQzhH2dN3IwyIK,Don't Be Cruel,1988-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.685,0.547,11,-12.417,0,0.0487,0.0306,1.05e-05,0.0694,0.909,77.509,289533
2vNw57KPaYDzkyPxXYUORX,Nightrain,Guns N' Roses,61,3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction,1987-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.4,0.992,6,-6.995,1,0.0725,0.107,0.0113,0.179,0.243,149.41,266173
7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,Dr. Dre,71,7q2B4M5EiBkqrlsNW8lB7N,2001,1999-11-16,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,222293
11KSXTdg8h7l2a8fjAC0Vs,Heaven's On Fire,KISS,5,3gbTIe7lJK7Xf33012sGIF,Discoveries,2008-10-20,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.632,0.911,0,-4.728,1,0.075,0.00114,0.000182,0.338,0.73,124.305,200853
2WXXvinO2ehBBLgw4vDiRe,Money,Klaas,63,2CEf1b9VcveRQz3oGZmUaP,Money,2019-10-04,Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,0.734,0.873,6,-5.267,1,0.0675,0.0128,0.000126,0.262,0.507,128.036,146719
3GZD6HmiNUhxXYf8Gch723,Lost,Frank Ocean,67,392p3shh2jkxUxY2VHvlH8,channel ORANGE,2012-01-01,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093
2vfiK6HFMl34UzBxq4NNSK,Used To Love (with Dean Lewis) - SWACQ Remix,Martin Garrix,58,6Rf09sVx3axyYeTP42EXgU,Used To Love (with Dean Lewis) [Remixes],2019-12-20,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.765,0.733,4,-6.302,1,0.0582,0.205,1.28e-05,0.593,0.47,125.037,220800
6oxGueIQWk8hmYpStfgGww,Make It Bounce,Martin Vide,52,23dA4TTFHDf3tS0ZUd9AMc,Make It Bounce,2018-03-30,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.864,0.824,10,-4.345,0,0.0363,0.0543,0.25,0.227,0.338,128.017,151895
6QLFNz62dpOgQTloWuUbNh,All Things Must Pass,George Harrison,58,4I4xtHaIFOzhZfp1NIHkY6,All Things Must Pass (Remastered),1970-11-27,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.513,0.569,9,-8.278,1,0.029,0.468,0.00134,0.111,0.441,122.676,226867
2P8NagN2tEzXRIufGuUPZO,El Ciego,Melendi,67,2ZoxTmTyn9L4NGZ5Amms4q,El Ciego,2019-10-18,Latin Pop VIP,37i9dQZF1DX1QnNyJOBQBv,latin,latin pop,0.594,0.647,0,-8.184,1,0.204,0.124,0.0,0.128,0.397,151.558,170739
3221dI8XPRA2COFaFlDI1o,All Your Yeahs,Beach House,35,4fK6IEJgB00to8SruSWTUY,Thank Your Lucky Stars,2015-10-16,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.601,0.512,11,-11.56,1,0.0265,0.776,0.0261,0.0919,0.318,100.536,228253
1GjbFTI8ygyaChrfkKM7Qm,A Walk In The Park (Original Club Mix),Conways feat. The Nick Straker Band,0,6P1zTvU2ieNngI6AVS262w,A Walk In The Park,2006-04-26,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,0.569,0.972,10,-10.183,1,0.0517,0.0018,0.118,0.522,0.542,130.021,308795
4bTZeO72FwMa6wKOiqoynL,Otro Trago - Remix,Sech,86,3hiJmThCss4ugTPzvgUnT1,Otro Trago (Remix),2019-07-26,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773
1tSARQ02QRdFAkd4oMQNbc,Sweet Life,Jeezy,35,5RHakS5UXhhnyT96maP8ic,Church In These Streets,2015-11-13,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.624,0.621,1,-5.561,1,0.344,0.023,0.0,0.226,0.416,147.8,251133
39nlQ3RFgKNMugzPjPWn2v,Still,Brodinski,8,02wYlKnvxHqwR5m5X3wVQG,Brain Disorder - EP,2017-04-07,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.861,0.582,2,-9.64,0,0.326,0.41,9.42e-05,0.108,0.728,124.026,201297
6Ti0coAmnSsv3Wx09RhoY6,10%,KAYTRANADA,64,4dSOyv1vA8Zp7Ti4vUl9iV,10%,2019-12-09,New R&B‏‏​​   ‍,4I6rTSxqKl1LRvES2O9owQ,r&b,urban contemporary,0.793,0.754,6,-6.634,0,0.126,0.028,0.000224,0.0622,0.639,107.984,186684
0ZEhlT9v8CdOKu55zhYGv9,Don't Cry (Original),Guns N' Roses,15,4L5pz06MVlsWaTEjSQPN8h,Use Your Illusion I,1991-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.437,0.572,8,-8.648,0,0.0339,0.00191,0.00243,0.116,0.239,124.172,284800
7tk5tOCj84jine8kKJkPYs,Memo,Young Thug,57,2z4c8M8aVzl7CTobIp36KF,Slime Season 3,2016-03-25,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.823,0.564,1,-6.617,1,0.116,0.151,0.0,0.122,0.348,131.988,195413
1qlsnDtzryr3yLuocJ00PY,Alone with You,Tevin Campbell,46,7Hucjo5Y8VSidz9dKnBf6q,T.E.V.I.N.,1991,Ultimate Throwbacks Collection,1dsaMvnC1hXPCNGC4aVtjj,r&b,new jack swing,0.593,0.479,6,-13.138,0,0.051,0.17,9.72e-06,0.0732,0.652,155.913,307827
6iucNSMhAZDglVgJ1yclmA,Colores,GAMBOA,36,6NQgW7izgYVtiVyljjnZDG,Colores,2019-01-18,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.682,0.598,6,-8.55,0,0.0404,0.274,0.00145,0.0483,0.651,160.074,214336
4ESPuOrSsRcBISzcMlzmY5,Sad (feat. Afrojack),Chico Rose,75,3iyLP2ce8hthgd4ygzLRJD,Sad (feat. Afrojack),2019-08-30,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,161280
5hWdgGVcfTeLPAiHM6EZG9,Good Vibrations,Marky Mark And The Funky Bunch,57,03ZfzcyHfeWSuADL87VuTQ,Music For The People,1991,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,3X4HmijjKdwwLonCrOOEAZ,r&b,new jack swing,0.711,0.951,1,-8.406,1,0.0537,0.00189,0.366,0.0229,0.903,121.656,269307
6XSKfR48lYGFOaaBWEMWOb,Spooky (Duke Skellington Remix),Kumiho,33,1LzVHIVmnN1pEXRN1SpVC8,Nine Tails: Retold,2019-10-17,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.874,0.72,5,-3.682,0,0.0491,0.0245,0.0187,0.131,0.603,123.997,227056
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,91,4ow6xJwn49gpWz7iHpOzWY,"10,000 Hours (with Justin Bieber)",2019-10-04,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693
7JxTp4HrI99hr6L3VMCZbj,México Lindo y Bandido,Cartel De Santa,50,1s6Kp6CZX6bvDSfXHxhrMW,Volumen Prohibido,2007,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.859,0.457,9,-7.75,0,0.104,0.262,0.0101,0.0941,0.839,95.018,189667
4VJEgV3CAmfGANrhtRpCpM,Ghetto Dreams,Fat Pat,0,2rzVFboUmXKVqSr0WDHmGR,Greatest Hits,2001,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.724,0.795,2,-5.34,1,0.0823,0.0891,2.44e-06,0.339,0.573,91.313,337293
792tOJmf88fWGLyD7Ca1SC,Still Ray,Raphael Saadiq,0,0a0pGpzkkuoDNJhmv2Ti0V,Instant Vintage,2002-01-01,R&B 80's/90's/00's,2Ey63yNQeC9Yto7JwX9BGJ,r&b,new jack swing,0.827,0.452,10,-8.354,0,0.0355,0.0437,0.000184,0.0913,0.922,83.817,183293
6M8qU2rDpeRQLE88DF2xtq,Peach,Broods,60,3KzbSN2H2bqf9b8NKiCIL0,Don't Feed The Pop Monster,2019-02-01,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.688,0.738,5,-4.831,1,0.0404,0.0085,3.54e-05,0.258,0.251,111.013,255397
6qnhXRedMi71TBYRc9jm4o,Magic Carpet Ride,Steppenwolf,13,4pFKV18Ioeiln9RORAXx99,Born To Be Wild: A Retrospective,1991-01-01,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.616,0.777,4,-12.179,0,0.0549,0.0215,0.075,0.0512,0.786,111.732,260240
6nbl4SmulAbqHfiqt1P7FB,Mvp,Letra J,35,70LhJFS1qu6puDII4ehtCf,Mvp,2019-06-07,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.722,0.602,3,-7.433,0,0.0904,0.00285,0.00367,0.111,0.492,87.018,183202
1AtJv3Zzf4DA9UfX822V6D,Baby 8,YBN Nahmir,54,2SVXprAiK2Ggts13bohdeA,Baby 8,2019-03-29,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.656,0.675,1,-9.476,1,0.44,0.0303,0.0,0.344,0.475,162.839,106496
2yuYI5NFhevxa05se7Qht9,ANSIA NO,FSK SATELLITE,76,4z4zCeqiEjTTBI0a8Uyl0S,FSK TRAPSHIT REVENGE,2019-12-05,Zona Trap,37i9dQZF1DWXU2naFUn37x,rap,trap,0.823,0.678,1,-6.664,1,0.56,0.153,0.0,0.218,0.706,160.133,148500
0GuQcX8wTe8bUZ72ZncR7m,All Along The Watchtower,Jimi Hendrix,8,5643V0ojEFh2bULWiPhuhs,Music From The Motion Picture Watchmen,2009-02-24,Classic Hard Rock,1gAeQGQ7hr2q7IYmaejDW6,rock,hard rock,0.433,0.787,8,-6.747,1,0.0581,0.00287,2.97e-05,0.0883,0.562,113.363,239667
5B6sw8Wn9YzGcMgZWDYzyT,Sounds Of Heart Break,Ballin Entertainment,0,5L1xcowSxwzFUSJzvyMp48,Ultimate Freestyle Mega Mix,2008-04-20,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.722,0.785,5,-8.895,0,0.122,0.176,0.00081,0.121,0.668,127.881,165224
6ugrRFZUNIpLiqhLUgC7ix,Flowers,The Deli,63,1DewSgsGUFhSPACbWtmZGa,Vibes 3,2016-02-26,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,0.838,0.364,7,-10.006,1,0.134,0.0849,0.981,0.26,0.218,79.987,187828
5XhkV07Vou38wnrzwURUOC,Who Am I (What's My Name)?,Snoop Dogg,70,7f9KDGqY7X2VLBM5aA66KM,Doggystyle,1993,Ultimate Throwbacks Collection,1dsaMvnC1hXPCNGC4aVtjj,r&b,new jack swing,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,246320
58ctD8HaEUXJkdv7TTsmG8,Dreamer - Nicky Romero Remix,Martin Garrix,52,05anULzMxwpFurSgQ0WLNk,Dreamer (Remixes Vol. 1),2018-12-07,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.435,0.751,1,-4.999,1,0.0599,0.128,0.0,0.253,0.346,124.332,224762
4H63ey6mUOBfAu0KQ3qpYD,Bazaar (Official Sunburn Goa 2015 Anthem),KSHMR,2,6fVHGcZgaNsHy93O8CEPch,Bazaar (Official Sunburn Goa 2015 Anthem),2015-12-25,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.582,0.979,11,-2.492,0,0.0714,0.125,0.00152,0.339,0.196,128.01,172500
2EEmzqzM70CybVspgM7YRT,La Boca - Remix,Mau y Ricky,82,5LiT3OZKgkgEeInFxUEObJ,La Boca (Remix),2019-07-17,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.691,0.773,11,-3.812,0,0.0355,0.236,0.0,0.329,0.85,92.992,188468
7iLeu3HnJt7hkxfrqO55V4,Anything Goes,Guns N' Roses,4,5JKFiC2WVi9HtvJEm8CUB8,Appetite For Destruction,1987-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.366,0.971,1,-7.281,1,0.062,0.0338,0.294,0.297,0.285,152.181,206360
7bre6yd84LZ6MFoTppmHja,Swimming Pools (Drank),Kendrick Lamar,7,0ljGAdQ5EmiJE52O1VsYAM,Swimming Pools (Drank),2012-08-03,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.656,0.446,1,-5.897,1,0.265,0.00695,0.000419,0.088,0.203,74.543,247800
5Z6JNzQNHrBFdi31XAbAR4,Hold Me (feat. Frank Kadillac),Ria Mae,38,3wgD19wNULOYIkM9d0q8vW,Hold Me (feat. Frank Kadillac),2018-10-05,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.506,0.611,8,-7.844,1,0.112,0.244,3.97e-06,0.105,0.285,68.443,188280
4Sp0jLZN8MgPnoGDufJS7N,On My Way - Da Tweekaz Remix,Alan Walker,63,1ODOCRQWwjfJRqJ34RtrKa,On My Way (Da Tweekaz Remix),2019-06-25,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.478,0.848,1,-3.85,0,0.0431,0.0934,0.0,0.0925,0.48,149.936,204199
39LmTF9RgyakzSYX8txrow,imagine,Ariana Grande,76,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.729,0.475,8,-4.985,1,0.0364,0.378,0.0,0.12,0.371,62.52,212267
0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,Kygo,75,31J0UqxAkl9utyC0L59Mae,Born To Be Yours,2018-06-15,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,193321
1sbxPVKNi6OLUdTHRrbd5A,24K,Frijo,63,7hzXprOMCpdAiGH5AGPIL6,24K,2019-09-06,Trap Argentino - Trap Argentina,6ltss0ThreZ3uIMn5mr4Tm,rap,trap,0.81,0.833,1,-6.832,1,0.125,0.253,0.00576,0.216,0.907,138.955,123808
7vCYM3eDr2ZDpYOie5oVDI,Esto Es Real (8100mg),Combo Chimbita,39,15dVE1XgRGM4XRy2F3KPJK,Esto Es Real (8100mg),2019-03-28,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.601,0.806,8,-4.863,0,0.0321,0.000974,0.206,0.107,0.744,104.928,298520
1dFkD1JfRMzwO6hwUsE8aS,Spectrum,Zedd,62,7juWTdmjo0vYywWu8HiQxs,Clarity,2012-01-01,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,243413
3R1dKSBSfC1qAunq9qr5nL,Mystify,Saving Abel,19,1rJEhrc7uPxs5NJkS6oTKA,Crackin' the Safe,2013-08-06,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.469,0.862,10,-4.05,1,0.0478,0.00231,1.2e-05,0.102,0.253,78.041,218027
5GDLIsTRZpB1lYUWCaq6ph,Carry This,Y'Akoto,20,5dVDpmBMOCCdLoo07G2JNC,Moody Blues,2014-08-22,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.804,0.411,7,-9.725,0,0.0455,0.268,0.00258,0.132,0.375,130.023,215053
4jKq1e80xAYixkIwt6YyV1,Brick,Ben Folds Five,56,3oz8kworUyU7oXjaEVhDsZ,Whatever And Ever Amen (Remastered Edition),1997-03-18,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,271720
4qqArAiTPueDxIp7cf87h7,Final Song,MØ,71,2gcqSlK5xTxcpuLZ1iik3Z,Final Song,2016-05-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,235827
2LA5mHwF4FphL80jo47Npp,Living Legend,Cole.45,35,0tsj9jCEDXbcPqo0CNs5ns,Living Legend,2019-11-14,F**KIN PERFECT,3CzQZEf6jmEjDmBIVO9rdR,latin,latin pop,0.755,0.74,8,-5.644,0,0.309,0.125,0.0,0.333,0.325,136.56,145450
4G3IXyVRxSx5lLhUvv3fu3,Fractures,ILLENIUM,58,5rvIgXvAPGWspXY4rDLkeU,Awake,2017-09-21,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.41,0.711,4,-3.064,1,0.0432,0.373,0.00179,0.139,0.266,159.837,245250
7qBNJBQJJjQjYFZlP3IPhK,Dizzy,Dimmi,55,23VKIXQ7rqLLgT7VI8xhII,Promesses,2014-02-17,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.811,0.51,9,-6.474,0,0.0424,0.0197,0.072,0.054,0.641,125.035,260160
